"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","lon","lat","project"
"39037","433","Pin","","Mus. London,Brentford Public Library,Layton Collection, 01525","Locality unknown","","46.227638","2.213749000000007","","None","None","None","167","head 6; pin 3","","","No patina.","Smooth gold bronze, a little pitted.","head 6; pin 3","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17747063858","https://farm8.staticflickr.com/7782/17747063858_f078c84c72_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39038","433","Pin","","Mus. of London,Brentford Public Library,Layton Collection, 01529","Locality unknown","","46.227638","2.213749000000007","","None","None","None","124","head 7 1/8 x 7","","","","Smooth. Golden bronze, stained.","stem 2.5","","","","Sharp point. Remains of gilt covering at each end. Pin is round in section.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17747362098","https://farm9.staticflickr.com/8853/17747362098_4153a22105_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39039","433","Pin","","Mus. London,Brentford Public Library,Layton Collection, 01530","Locality unknown","","46.227638","2.213749000000007","","None","None","None","121","head 7.5","","","","fairly smooth. An outer covering seems to have peeled off the pin leaving it partly golden bronze, the remainder is covered with blackish patina.","pin 2.75","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17908275876","https://farm8.staticflickr.com/7721/17908275876_2d63fce17f_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39040","433","Pin","","Brentford Public Library,Layton Collection, 01531","Locality unknown","","46.227638","2.213749000000007","","None","None","None","117","head 7.5 x 7","","","No patina.","Smooth. Gilt + darker coloured bronze.","pin 3","","","","The milling round head is faint. Remains of what seems to be a gilt covering at A + B. Stem is marked with cracks which are eaten in, mostly crosswise.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17312459344","https://farm6.staticflickr.com/5448/17312459344_e6bfb7a122_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39041","433","Pin","","Brentford Public Library,Layton Collection, 01532","Locality unknown","","46.227638","2.213749000000007","","None","None","None","104.5","head 6 x 6.5; pin 3 x 3 1/8","","","","Smooth. Golden bronze.","","","","","A very dark brown piece of metal at A. This seems part of an outer covering.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17749666019","https://farm9.staticflickr.com/8891/17749666019_b39ea39f20_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39042","433","Pin","","Brentford Public Library,Layton Collection, 01533","Locality unknown","","46.227638","2.213749000000007","","None","None","None","100.5","head 6 x 6","","","Thin dark brown.","Smooth, a little corroded at point end.","pin 2","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17314381053","https://farm8.staticflickr.com/7793/17314381053_91b9cd9709_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39043","433","Pin","","Brentford Public Library,Library Collection, 01534","Locality unknown","","46.227638","2.213749000000007","","None","None","None","96","head 7.75 x 4.25","","","Blackish patina golden bronze shows.","A little rough in patches.","","","","","Head is not ornamented.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17747074630","https://farm9.staticflickr.com/8894/17747074630_9c58b54554_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39044","433","Pin","","Mus. London,Brentford Public Library,Layton Collection, 01541","Locality unknown","","46.227638","2.213749000000007","","None","None","None","99 1/3","head 4.75 x 4.75","","","Traces of black patina on head end + towards point.","Smooth. Brown + golden bronze.","pin 2 1/8","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17749728819","https://farm9.staticflickr.com/8809/17749728819_ba25c247d9_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39045","433","Pin","","Brentford Public Library,Layton Collection, 01543","Locality unknown","","46.227638","2.213749000000007","","None","None","None","76.5","head 5.5","","","Light green, dark bronze shows through.","Smooth.","pin 2","","","","The rim of head is broken on reverse side.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17314702293","https://farm9.staticflickr.com/8840/17314702293_5d11887098_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39046","433","Pin","","Mus. London,Brentford Public Library,Layton Collection, 01545","Locality unknown","","46.227638","2.213749000000007","","None","None","None","154","at end 19","","","No patina.","Smooth. Reddish dark brown colour; finely pitted.","2.5 x 2","","","","Made of flattened wire.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17315417363","https://farm8.staticflickr.com/7728/17315417363_cafa0430ee_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39047","433","Pin","","Mus. London,Brentford Public Library,Layton Collection, 01546","Locality unknown","","46.227638","2.213749000000007","","None","None","None","136","head 11.25","","","","Head is smooth dark bronze. Stem partly covered with dark red rust + very slightly encrusted with dark green.","head 3 1/6; stem 4","","","","Round in section, below head + to near the point.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17931599912","https://farm6.staticflickr.com/5339/17931599912_8ef369414e_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39048","433","Pin","","Mus. of London,Brentford Public Library,Layton Collection, 01548","Swiss Lake Dug","","46.227638","2.213749000000007","","None","None","None","207","head 18.5 x 19","","","Black patina over golden bronze.","Smooth","pin 5","","","","Sharp point. Studded with 5 pieces of amber (each pierced in the centre). One piece shows on the top + the other four are equally space round the side of the head.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17747947368","https://farm8.staticflickr.com/7743/17747947368_ecf8012393_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39049","433","Pin","","Mus. of London,Brentford Public Library,Layton Collection, 01549","Swiss Lake Dug","","46.227638","2.213749000000007","","None","None","None","142","head 19 x 19","","","Mottled light + darker green, dark bronze shows on head.","Very slightly encrusted: fairly smooth. Stem rather pocked.","pin 7","","","","Ball shaped head and a round stem. Point broken. The decoration below head is now indistinct.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17314578943","https://farm6.staticflickr.com/5331/17314578943_14aa46e245_m.jpg","superuser",2.2137,46.2276,"ForeignUnprov"
"39050","433","Pin","","Mus. of London,Brentford Public Library,Layton Collection, 01550","Swiss Lake Dwelling","Switzerland","46.818188","8.227511999999933","","None","None","None","154","head 12, 8; stem 4","","","Dark brown + greenish brown.","Smooth. Very thin slight encrustement towards point.","","","","","Pin is of round section.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17314335693","https://farm6.staticflickr.com/5445/17314335693_2b4b27aac2_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39051","433","Pin","","Brentford Public Library,Layton Collection, 01555","Locality unknown","","46.818188","8.227511999999933","","None","None","None","191","middle 4 1/8","","","Light green","Pitted","middle 4.25","","","","Pierced with hole in middle. Round in section.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17748072998","https://farm9.staticflickr.com/8761/17748072998_aec594b50f_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39052","433","Pin","","Mus. London,Brentford Public Library,Layton Collection, 01570","Locality unknown","","46.818188","8.227511999999933","","None","None","None","96","","","","","Pitted, dark golden bronze.",".75","","","","Of round section (.75 thick), at each end is a very thin open ""eye"", see A + B (enlarged).","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17931960132","https://farm9.staticflickr.com/8761/17931960132_6caf60a134_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39053","433","Pin","","Mus. London,Brentford Public Library,Layton Collection, 01571","Locality unknown","","46.818188","8.227511999999933","","None","None","None","82 (slightly over)","head 9; pin 2.5","","","No patina.","Dark brown bronze, smooth.","pin 2 (nearly)","","","","The head is flattened to a fairly sharp edge + pierced with a hole. Pin is oval in section, + bent a little.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17747569138","https://farm8.staticflickr.com/7675/17747569138_e691840e61_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39054","433","Pin","","Mus. London,Brentford Public Library,Layton Collection, 01575","Locality unknown","","46.818188","8.227511999999933","","None","None","None","77","head 4.25","","","","Fairly smooth, dark golden bronze, brownish colour.","pin 2 x 2; near head, under 2","","","","The head is flat + pierced. Slightly bent. This probably has a gilt covering originally.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17313341904","https://farm9.staticflickr.com/8893/17313341904_ab9d2f1c93_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39055","433","Pin","","Mus. London,Brentford Public Library,Layton Collection, 01578","Locality unknown","","46.818188","8.227511999999933","","None","None","None","198","head 5; pin just over 3","","","Blackish green.","Slightly encrusted from middle to near point.","pin 2","","","","Rather bent all along. Flat + thin at the head end.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17746782518","https://farm6.staticflickr.com/5332/17746782518_538e0a4b7b_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39056","433","Pins","","Brentford Public Library,Layton Collection","Localities unknown","","46.818188","8.227511999999933","","None","None","None","","","","","","","","","","","89 Pins in all, of various kinds, up to 198mm long. (There are drawings of about 10 of this batch.)","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17908370996","https://farm6.staticflickr.com/5458/17908370996_4fd873123f_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39057","433","Pin","","Cyfartha Castle Museum,Merthyr Tydfil, P.N. 73,Given or putchased from 6 Feb. 1868.","Locality unknown","","46.818188","8.227511999999933","","None","None","None","188","head 8.8, 7","","20","Light green","","pin 3","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17748948729","https://farm6.staticflickr.com/5444/17748948729_87caa81f75_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39058","433","Pin","","Cyfarthfa Castle Museum,Merthyr Tydfil, P + N 73,Given or purchased from 6 Feb. 1868.","Locality unknown","","46.818188","8.227511999999933","","None","None","None","209","head 14, 20","","45","Brownish green","","pin 3.5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17932910802","https://farm6.staticflickr.com/5458/17932910802_c51e695884_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39059","433","Pin","","Mus. of London,Brentford Public Library,Layton Collection, 01547","Swiss Lake Dwelling Type","","46.818188","8.227511999999933","","None","None","None","270.5","head 10.5","","","Very dark green + brownish. Head + this end of stem partly of lighter green.","A little rough, slightly encrusted all along.","stem 5.5 x 5.25","","","","Head is cylindrical. Pin of squarish section - almost to the point. Sharp point.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17747545390","https://farm9.staticflickr.com/8784/17747545390_7d974ff06f_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39060","433","Pin","","Unknown Collections,Sotheby's Sale 31.7.23,(Mrs. Randolph Berens), Lot 93,14 Princes Gdns., S.W.","Locality unknown","","46.818188","8.227511999999933","","None","None","None","406","","","21","Thick light green.","Fairly smooth. Corroded away making it thinner in places.","3.5 (thickest)","","","","Round in section.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17908481386","https://farm6.staticflickr.com/5325/17908481386_856924cba9_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39061","433","Sword","","Private Collection,1923,Lord Howard de Walden,Belgrave Square, SW","Probably Italy","","46.818188","8.227511999999933","","None","None","None","443","blade 42.5; hilt 38, 49","","315.39","Medium + dark green.","Smooth, very slightly pocked. Traces of soil all over.","","","","","3 Rivets. A 13mm; B. 21mm; C 27.5mm (18mm protruding on side shown). Rather ""coppery"". Flanges damaged at D + E.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17932845592","https://farm9.staticflickr.com/8809/17932845592_8ba2752354_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39062","433","Leaf Shaped Sword","","Private Collection,1923,Lord Howard de Walden,Belgrave Square, S.W.","Totally Scandanavian","","46.818188","8.227511999999933","","None","None","None","612","blade 32; hilt 52, 41","","722.93","And a few patches patina of light green.","Smooth golden bronze with brown + rust coloured stains.","9","","","","Blade bent slightly + twisted. The hilt is a brassey golden bronze, indented where shaded. Decorated on both sides, round with rounded edges. This has probably been added to the blade.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17314638413","https://farm8.staticflickr.com/7753/17314638413_8b8bc22116_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39063","433","Sword (hilt and two pieces of blade)","","Hull Museum, No. 87","(unknown)","","46.818188","8.227511999999933","","None","None","None","(blade) 163","(Pommel) 42.5; (hilt) 43; blade 31.5, 24","","Hilt 130; blade 55, 39","Green","","(blade) 7.5, 6.5","","","","The hilt is beautifully ornamented with spirals and lines. The butt is also ornamented and a ped projects from it. The hilt is in fine condition, but the two pieces of the blade are much chipped. There is a piece missing near the hilt. The blade has a strong rib. The blade has been made separately from the hilt, and slipped into a groove, where it is secured with four rivets.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17936615331","https://farm9.staticflickr.com/8891/17936615331_461d61363d_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39064","433","Sword","","Private Collection,1923,Lord Howard de Walden,Belgrave Square, SW","","","46.818188","8.227511999999933","","None","None","None","397","blade 37; hilt 42, 28.5, 47","","240.97","Thin patina grey green matte. Traces of light soil all over this.","Smooth. Dark + golden bronze shows at point.","blade 4.5, 5","","","","Two rivets A. 14mm long; B. 13.5mm long, + 2 rivet holes. The hilt has a flanged edge all round.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17747603760","https://farm9.staticflickr.com/8814/17747603760_1c7533fe73_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39065","433","Leaf Shaped Sword","F","Private Collection,1923,Lord Howard de Walkden,Belgrave Square, SW","Said to have come from Rhodes, but about certainly Hungarian","","46.818188","8.227511999999933","","None","None","None","678","blade 46.5, 28; hilt 56.5, 56","","1048.95","Some thick medium + dark brown. Hilt shows a good deal of golden bronze also along ridge in centre of blade.","Smooth. A few tiny holes at end of blade.","blade 9","","","","Hilt is round + much decorated with incisions. There is a small hole through the flat top. The markings at end of blade do not extend further then shown.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17747603770","https://farm8.staticflickr.com/7703/17747603770_8658d77845_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39066","433","Leaf Shaped Sword","B","Bury St. Edmunds Museum","Locality unknown","","46.818188","8.227511999999933","","None","None","None","617.5","blade 40; hilt 45, 42","","616.61","(blade) patina some shiny green. Hilt, olive green shiny patina.","Smooth, very pocked towards tip.","blade 7; at hilt 61.7, 40.5","","","","Hilt is a separate casting, fasting by 2 rivets, which are flush with surface.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17746813208","https://farm8.staticflickr.com/7703/17746813208_cee54d0ee4_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39067","433","Leaf Shaped Sword","B","Private Collection,1923,Lord Howard de Walden,Belgrave Square, SW","","","46.818188","8.227511999999933","","None","None","None","","","","326.02","Polished patina dark green - patches of various shades.","Smooth. Traces of light brown soil.","","","","","Blade has been mended (about a third of the length from hilt). 4 Rivet holes. Flanges of hilt damaged at A, B, + C.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17314117453","https://farm6.staticflickr.com/5469/17314117453_141b55c4f9_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39068","433","Sword","","Private Collection,1923,Lord Howard de Walden,Belgrave Square, SW","","","46.818188","8.227511999999933","","None","None","None","425","blade 37, 45.5; hilt 19, 45.5","","244.51","Thick patina light green - a good deal of clay + soil adheres.","Smooth. Slighly corroded at end of blade.","blade 9","","","","Strong rib down blade also a raised circle at hilt end of blade. Flanged round edge of hilt. Flange is crumbled + broken.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17933454382","https://farm6.staticflickr.com/5465/17933454382_4095c8ee3d_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39069","433","Pin","","Mus. London,Brentford Public Library,Layton Collection, 01503","Locality unknown","","46.818188","8.227511999999933","","None","None","None","133","head 3","","","","Smooth golden bronze, with tiny pitting.","head 3; pin about 1","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17316035623","https://farm6.staticflickr.com/5321/17316035623_98f13ca6fe_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39070","433","Pin","","Mus. London,Brentford Public Library,Layton Collection, 01492","Locality unknown","","46.818188","8.227511999999933","","None","None","None","146","head end 3.25","","","","Smooth, corroded in places. Dark golden bronze.","head end 3.5","","","","Pin of round section. Head is missing.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17933468322","https://farm8.staticflickr.com/7692/17933468322_529b1c0d4c_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39071","433","Pin","","Mus. London,Brentford Public Library,Layton Collection, 01488","Locality unknown","","46.818188","8.227511999999933","","None","None","None","189","head 6; pin slightly over 3","","","Dark brown, chipped off at head end.","Smooth","pin 3","","","","Sharp point.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17936537815","https://farm6.staticflickr.com/5326/17936537815_6f4f9ca8dd_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39072","433","Pin","","Private Collection,F. Ransom, Esq., Hitchin","","","46.818188","8.227511999999933","","None","None","None","108","head 6","","5.31","No patina.","Old gold colour, smooth.","2.5","","","","Another of very similar style but with plain head + 118mm long from Yverdon 1889, weighing 3.54 gms.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17937196891","https://farm6.staticflickr.com/5342/17937196891_d8517d0216_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39073","433","Knife","","Brentford Public Library,Layton Collection, 01274","Locality unknown","","46.818188","8.227511999999933","","None","None","None","147","18","","","No patina.","Dark brown bronze: smooth.","blade 3.25","","","","Very coppery. Edges are thinnest at curved top; this seems to have been the cutting edge. A - very slightly raised on this face only.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17910189506","https://farm9.staticflickr.com/8829/17910189506_78b456be11_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39074","433","Dagger","","Sotheby's Sale 31.7.23,(Mrs. Randolphe Berens), Lot 96,14 Princes Gdns, SW","Locality unknown","","46.818188","8.227511999999933","","None","None","None","296","blade 44.5; hilt 48, 45, 52.5","","213","Matte mottled green","Smooth","blade 4; hilt 14.5","","","","Hilt end is of Ivory - a dull light brown colour. In middle of hilt are 3 panels of wood or horn, these are almost black.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17748770938","https://farm6.staticflickr.com/5343/17748770938_182f15c06d_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39075","433","Tanged Dagger","","Sotheby's Sale, 12.xi.28,Lot No. 346, 3 Daggers,Vendor, a Nobleman","","","46.818188","8.227511999999933","","None","None","None","205","30","","81.58","","","5","Weight: 2 oz. 16 dwt = 81.582 gms","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17749034570","https://farm9.staticflickr.com/8819/17749034570_a3160ff70d_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39076","433","Tanged Dagger","","Sotheby's Sales, 12.xi.28,Lot No. 346 - 3 daggers,Vendor, a Nobleman","","","46.818188","8.227511999999933","","None","None","None","157","25","","56.7","","","6","Weight: 2 oz = 56.699 gms","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17749041860","https://farm6.staticflickr.com/5464/17749041860_c761a2df70_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39077","433","Dagger","","Sotheby's Sale, 31.7.23,(Mrs. Randolph Berens), Lot 96,14 Princes Gdns., SW","Locality unknown","","46.818188","8.227511999999933","","None","None","None","227","blade 21, 43.5; hilt 50","","99.22","Dark brown matte.","Slightly rough - a little encrustment. Very coppery in appearance.","19 hilt; 3.5 blade","","","","The hilt consists of ivory + wood, in which are 11 rivets.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17937280681","https://farm6.staticflickr.com/5451/17937280681_8ec182ac9b_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39078","433","Axe","","Mr. C. Martins,George Rd. Edgbaston","Locality unknown","","46.818188","8.227511999999933","","None","None","None","137","edge 103","","","Dark Bronze-Green","Smooth but considerably ""bellied""","","Seems to be duplicate card.","Bronze","","","","See Windle pp. 94-95, Fig. 30","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17316163053","https://farm8.staticflickr.com/7748/17316163053_368cf22682_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39079","433","Axe","","Private Collection,F. Ransom Esq., Hitchin","","","46.818188","8.227511999999933","","None","None","None","139.5","edge 106; stem 18; socket 36","","590.85","Dark green rough patina shows where encrustment is chipped, near edge at one side.","Rough + much encrusted - light greyis green + rust colour.","socket 35","Seems to be repeat card.","","","Decorated with a hollowed pattern on each side. Socket is full of clay + some in hollows of decoration.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17316168833","https://farm9.staticflickr.com/8870/17316168833_38a150f0f8_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39080","433","Axe","","Sotheby's Sale, 14.12.25, Lot 285,Property on Mons. Fenardent","Locality unknown","","46.818188","8.227511999999933","","None","None","None","71.5","115","","","Bluish green, slightly encrusted lighter green, rust marked + other side, dark olive green very thinly encrusted with lighter green.","","4","","","","A flat blade of nearly even thickness.","","Painted on: 14056 BT/.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17316182133","https://farm6.staticflickr.com/5463/17316182133_7577ce367e_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39081","433","Axe-head?","","Sotheby's Sale, 27.v.29,Lot No. 182,(with Scythian arrow-head)","Site unknown","","46.818188","8.227511999999933","","None","None","None","182","137; butt 85","","299.05","","","17","Weight: 55 oz. 10 dwts = 299.046 gms","Bronze","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17314111774","https://farm8.staticflickr.com/7791/17314111774_733a58cdd9_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39082","433","Axe","","Peabody Museum,E2226,Harvard University,Cambridge Mass.,Bequest of Hy. W. Haynes, 1912","Locality unknown","","46.818188","8.227511999999933","","None","None","None","194","butt 50","64","","light patina","","38 socket","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17314114994","https://farm9.staticflickr.com/8790/17314114994_4b89ff701e_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39083","433","Battle Axes","","Private Collection,Sotheby's 24.v.21, Lot 306","""Hungarian Type"" (vide catalogue)","","46.818188","8.227511999999933","","None","None","None","210","socket 60; circular piece behind spike 64.5 x 64 1/4; near edge 17 1/4","","","Mostly polished dark green patina dark golden bronze shows along flanges + prominent parts.","Smooth. Slightly corroded on both sides, between flanges at end of blade. Traces of encrusted earth in hollow of circular piece.","socket 24.5 x 36; near edge 7, 2","","Bronze","","","British Museum Handbook (2nd Edition), page 142, fig. 150","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17910310376","https://farm8.staticflickr.com/7768/17910310376_78c34afe67_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39084","433","Adze","","Christie's Sale, 14.7.24, 461,Late Earl of Northesk (Rosehill Collection)","locality unknown","","46.818188","8.227511999999933","","None","None","None","122.5","butt 90","125","","Very dark green","Smooth","35 socket","","","","Very solidly made. Blunt edge.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17748876458","https://farm9.staticflickr.com/8789/17748876458_0c3f26d628_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
"39085","433","Adze","","Herts County Museum, St. Albans,Lent by Capt. J. H. Ball, RAF,(From Canon Greenwell's Collection)","Site unknown","","46.818188","8.227511999999933","","None","None","None","269","across socket 56; blade at butt 45","72 1/4","1091.46","Traces of patina medium green.","Smooth, reddy brown copper. Rougher on the underside (in hollows of blade, etc.) from casting. Traces of patina over this roughness.","socket 26","","Copper","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17749130620","https://farm6.staticflickr.com/5345/17749130620_379b121b8f_m.jpg","superuser",8.2275,46.8182,"ForeignUnprov"
