"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","lon","lat","project"
"40138","433","Knife","","Private Collection,D. Sams Esq., late of Luxor, Egypt,(Sotheby's 23.v.21, Lot 46)","Egypt,Thebes + Karnak","Karnak, El-Karnak, Luxor, Luxor Governorate, Egypt","25.7188346","32.65727029999994","","None","None","None","92.5","blade 11","","8.5","The blade is not covered with patina, but is chiefly a red coppery colour. The remainder a slightly rough dull dark green colour + rather corroded.","fairly smooth","blade 1.75","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154774890","https://farm1.staticflickr.com/367/18154774890_813432c04c_m.jpg","superuser",32.6573,25.7188,"ForeignTools"
"40139","433","Knife","","Private Collection,D. Sams, Esq., Late of Luxor, Egypt,(Sotheby's 23.v.21, Lot. No. 46)","Egypt,Thebes + Karnak,Karnak","Karnak, El-Karnak, Luxor, Luxor Governorate, Egypt","25.7188346","32.65727029999994","","None","None","None","124","blade - nearly 17.5; tang 6, 3.25","","20.15 (slightly under 13 Dwt)","A light green corroded patina with tiny pieces of stone encrusted in it.","A little rough","tang nearly 4 (thickest); blade 3","","","","The tang is rectangular in section + on both sides. Traces of hafting (wood) remains. The sketch shows a mid-rib on blade, but this is very indistinct owing to heavy corrosion.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721849233","https://farm1.staticflickr.com/471/17721849233_8640d6000b_m.jpg","superuser",32.6573,25.7188,"ForeignTools"
"40140","433","Tool for Cutting Leather Probably XVIII Dyny.","","Private,J.B.Williams, Esq.,Bolforgan, Kerry, Montgomery","Egypt,Abydos,Miss Murray's Excavations","Abydos, Qesm Al Wahat Al Khargah, New Valley Governorate, Egypt","26.1837366","31.92272879999996","","None","None","None","139.5","","21","17.72","Brown patina, with red stains + purplish film under corrosion","Sandy blue-green + red corrosion","1","Weight: 5/8 oz. = 17.72 gms","Bronze","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343969791","https://farm1.staticflickr.com/310/18343969791_314b696a41_m.jpg","superuser",31.9227,26.1837,"ForeignTools"
"40141","433","Knife Blade","","Horniman Museum,Forest Hill, SE,Presented by E. J. Horniman","Egypt,Abydos,Cairo Museum","Abydos, Qesm Al Wahat Al Khargah, New Valley Governorate, Egypt","26.1837366","31.92272879999996","","None","None","None","132","20","","14.175","No patina","Very rough + encrusted bright green.","2","","Bronze","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719888014","https://farm1.staticflickr.com/490/17719888014_c626f49aff_m.jpg","superuser",31.9227,26.1837,"ForeignTools"
"40142","433","Knife","","Canterbury Museum, 476","Egypt","Egypt","26.820553","30.802498000000014","","None","None","None","254","blade 27.5, 44; ring 11","","190","Dark brownish green patina.","Smooth, slight light green corrosion on one side.","blade 3 to 4; ring 5","","","","Flat + practically the same thickness all over.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343969491","https://farm1.staticflickr.com/377/18343969491_8cfbb08016_m.jpg","superuser",30.8025,26.8206,"ForeignTools"
"40143","433","Tweezers XVIIIth Dynasty","","Private Collection,J.B.Williams, Esq.,Dolforgan, Kerry, Montgomery","Egypt,Abydos,Miss Murray's Excavations","Abydos, Qesm Al Wahat Al Khargah, New Valley Governorate, Egypt","26.1837366","31.92272879999996","","None","None","None","70","6","","7.09","Purple brown patina enternally pale green film + blue green corrosion within.","Somewhat corroded","1","Weight: 1/4 oz. = 7.09 gms","Bronze","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338515732","https://farm9.staticflickr.com/8871/18338515732_882728b52a_m.jpg","superuser",31.9227,26.1837,"ForeignTools"
"40144","433","Tweezers","","Horniman Museum,Forest Hill, SE,Presented by E. J. Horniman","Egypt,Abydos,Cairo Museum","Abydos, Qesm Al Wahat Al Khargah, New Valley Governorate, Egypt","26.1837366","31.92272879999996","","None","None","None","38","4","","","No patina","Much corroded, light green","3/4","","Bronze","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316068666","https://farm9.staticflickr.com/8848/18316068666_0d61205032_m.jpg","superuser",31.9227,26.1837,"ForeignTools"
"40145","433","?Tweezers","","Horniman Museum,Forest Hill, SE,Presented by E. J. Horniman","Egypt,Abydos,Cairo Museum","Abydos, Qesm Al Wahat Al Khargah, New Valley Governorate, Egypt","26.1837366","31.92272879999996","","None","None","None","97","25, 22, 16","","28.35","No patina","Very rough + heavily encrusted light green.","1 1/2 to 2","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338515162","https://farm1.staticflickr.com/427/18338515162_f8835532d3_m.jpg","superuser",31.9227,26.1837,"ForeignTools"
"40146","433","Chisels","","Musee Miln, Carnac","France,Brittany,Ile-et-Vilaine","Ille-et-Vilaine, France","48.2292016","-1.5300694999999678","","None","None","None","65","blade 35 (approx.)","","","","Surface of this + those mentioned below: covered with what looks like dusty rust.","5 (approx)","","","This and part of a socketed knife are from a hoard of 7 from Ile-et-Vilaine (site unknown), all in Carnac Museum. The others are 1 socketed celt with vestigal wings, another similar, but without signs of wings, + 3 fragments of Class V spearheads.","","","Mr. Le Ronzic thinks this is a broken piece of sword, re-ground for use as a chisel - I was not altogether convinced that it had belonged to a sword (L.F. Chitty)","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719887094","https://farm1.staticflickr.com/347/17719887094_386cf127f3_m.jpg","superuser",-1.5301,48.2292,"ForeignTools"
"40147","433","Chisel","","Private Collection,1926,The Lord Braybrooke,Audley End, Saffron Walden","France,Pas de Calais,Bologne sur Mer","Boulogne-sur-Mer, France","50.725231","1.613334000000009","","None","None","None","176","middle 13; tang 8","28","82","Dark green","","11.5 middle","","","","Edge worn and broken.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156312369","https://farm1.staticflickr.com/521/18156312369_762dd4d982_m.jpg","superuser",1.6133,50.7252,"ForeignTools"
"40148","433","Chisel","","John Holmes Collection, City Art Gallery, Leeds,Cat. No. 227","France,Brittany,Karnac","Carnac, France","47.58469299999999","-3.07778600000006","","None","None","None","106","","36","49","","","13.5","","","","Blade, below collar is cylindrical in section, expanding into broad fan-shaped cutting edge.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719887014","https://farm8.staticflickr.com/7741/17719887014_dc498b69df_m.jpg","superuser",-3.0778,47.5847,"ForeignTools"
"40149","433","Chisel","","Vannes Museum, No. 1540,Label in case: 1540 Gaulois; Environs de Perigueux (Dordogne)","France,Dordogne,Perigueux (neighborhood of)","Périgueux, France","45.184029","0.721114899999975","","None","None","None","","","","","Green","","","","Bronze","","This is less than full size: from a quick sketch.","Vannes Mus. Catalogue (1921) p. 93,Hache a donille ronde et appendices lateraux de Perigueux (Dordogne) Long. O. 140,Don de M. de la  Monneraye","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154661558","https://farm9.staticflickr.com/8837/18154661558_40f9f95c3a_m.jpg","superuser",0.7211,45.184,"ForeignTools"
"40150","433","Knife","","Pitt Rivers Museum, Farnham","France,Savoie,Lake of Bourget (label)","Lake Bourget, France","45.7296783","5.869578799999999","","None","None","None","150","blade 15, 22","","56.7","","Smooth, dark","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342518575","https://farm9.staticflickr.com/8889/18342518575_cba6a4b87d_m.jpg","superuser",5.8696,45.7297,"ForeignTools"
"40151","433","Curved Socketed Knife","","Musee Miln, Carnac","France,Brittany,Ille-et-Vilaine","Ille-et-Vilaine, France","48.2292016","-1.5300694999999678","","None","None","None","(From rough sketch) 63","","","","","Surface of this and those mentioned below, covered with what looks like dusty rust.","","","","This is a ?piece re-ground for use as a chisel, are from a hoard of 7 from Ile-et-Vilaine (site unknown) all in Carnac Museum. The others are - 1 socketed celt with vestigal wings, another similar, but without signs of wings, + 3 fragments of Class V Spearheads.","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316067686","https://farm9.staticflickr.com/8821/18316067686_9a510f32d0_m.jpg","superuser",-1.5301,48.2292,"ForeignTools"
"40152","433","Knife","","Private Collection,Mr. Bushnell, Cheltenham","France,exact site unknown","France","46.227638","2.213749000000007","","None","None","None","57","blade 12; socket 15","","18","","","","","Bronze","Founder's Hoard of broken weapons found in France 52. 8 pieces + a hammer.","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156311739","https://farm9.staticflickr.com/8784/18156311739_0434b21674_m.jpg","superuser",2.2137,46.2276,"ForeignTools"
"40153","433","Fragments","","Formerly M. de la Granciere,Sold at Sotheby's, 23.vii.39, Lot 20","France,Brittany,Morbihan,Guern,Fourdan,March 1898,40 m depth","Fourdan, 56310 Guern, France","48.03775770000001","-3.158510500000034","","None","3","1898","","","","","","","","","","Hoard comprising 12 palstaves, 2 blades, 2 parts of spear-heads, 2 socketed hammers, 1 tanged razor, 3 bracelets, + debris. 2 metres distant were 2 pots, one containing fragments of iron.","","Bull. Soc. Polym. Morbihan, 1898, p. 158: Dechelette, Manuel II, Appendix p. 83, Hoard No. 564.","Not drawn,List overleaf,Fourdan Hoard: Fragments not drawn at Sotheby's: No.: 54) Palstave larger blade like No. 53 (butt),55) Blade Small, with nicks on either side,56) Blade Fragment,58) Spear-head Fragment,59) Spear-head 3 fragments of socket,62 Razor or Dagger: fragment, with handle ending in a ring: all in one piece, thin.,63, 64, 65) All attached to cards. Bracelets each in several pieces.,66) Small tube containing metal fragments.,Box contains fragments of large urn.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342516515","https://farm1.staticflickr.com/525/18342516515_2ca489e628_m.jpg","superuser",-3.1585,48.0378,"ForeignTools"
"40154","433","Fragments","","Formerly M. De la Granciere,Sold at Sotheby's, 23rd July 1930, Lot 21","France,Brittany,Morbihan,Couedic","Morbihan, France","47.8852929","-2.900186500000018","","None","None","None","","","","","","","","","","Hoard, comprising also 5 winged celts + 2 fragments, 3 spearheads, 1 point, 4 pieces of sword blades, 2 mounts, 2 gouges, 2 pieces of bracelets, 1 coiled ring.","","Bull. Soc. Polym. Morbihan, L. Marsille, ""Inventaire des Depots de bronze du Morbihan"",Date? Not his 1913 paper.","Not drawn.,No. 702 [33] Lump of Metal,21 other small fragments,12 other small fragments of pottery,No. 106 [37],No. 97 [28] 2 small fragments of socket of socketed axe","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342516305","https://farm9.staticflickr.com/8860/18342516305_f41c9bbfa4_m.jpg","superuser",-2.9002,47.8853,"ForeignTools"
"40155","433","Socketed Gouge","","John Holmes Collection, City Art Gallery, Leeds,Cat. No. 228,(Wardell Collection)","France,Brittany,Karnac","Carnac, France","47.58469299999999","-3.07778600000006","","None","None","None","84.5","Diameter of socket 18","","53","Green","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343967641","https://farm9.staticflickr.com/8883/18343967641_a071bface8_m.jpg","superuser",-3.0778,47.5847,"ForeignTools"
"40156","433","Gouge","","Formerly M. de la Granciere,Sold at Sotheby's, 23rd July 1930,Lot 21, No. 77","France,Brittany,Morbihan,Couedic","Morbihan, France","47.8852929","-2.900186500000018","","None","None","None","87","Diameter of socket 22","15","","","","","","","Hoard comprising 2 fragments of socketed axe, 2 gouges, 5 winged celts + 2 fragments, 3 spearheads, 4 pieces of sword blades, 1 point, 2 mounts, 2 pieces of bracelets, 1 coiled ring, 1 lump of metal, 21 small fragments, 12 potsherds.","","Bull. Soc. Polym. Morbihan,(Marsille, ""Inventaire des Depots de Bronze du Morbihan""),Not his 1913 paper.","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719886614","https://farm9.staticflickr.com/8860/17719886614_2c4cdc56ee_m.jpg","superuser",-2.9002,47.8853,"ForeignTools"
"40157","433","Gouge","","Formerly M. de la Granciere,Sold at Sotheby's, 23.vii.30,Lot 21, No. 78[9]","France,Brittany,Morbihan,Couedic","Morbihan, France","47.8852929","-2.900186500000018","","None","None","None","83","Diameter of socket 20","15","","","","","","","Hoard: see above, no. 77","Collar below mouth of socket.","Bull. Soc. Polym. Morbihan","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154660538","https://farm9.staticflickr.com/8785/18154660538_868346e1fe_m.jpg","superuser",-2.9002,47.8853,"ForeignTools"
"40158","433","Hammer","","Private Collection,Mr. Bushnell, Cheltenham","France,exact site unknown","France","46.227638","2.213749000000007","","None","None","None","54","","","166","","","30, 28","","Bronze","Founder's Hoard of broken weapons found in France. 52 - 8 pieces + this hammer.","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719885654","https://farm9.staticflickr.com/8857/17719885654_c3bdd540c6_m.jpg","superuser",2.2137,46.2276,"ForeignTools"
"40159","433","Socketed Hammer","","Formerly M. de la Granciere,Sold at Sotheby's 23.vii.30,Lot 20, No. 61","France,Brittany,Morbihan,Guern,Fourdan,March 1898,Depth 40 m","Fourdan, 56310 Guern, France","48.03775770000001","-3.158510500000034","","None","3","1898","58","","22","","","","","","","Hoard comprising: 12 palstaves, 2 socketed hammers, 2 blades, 1 tanged razor, fragments of spearheads, 3 bracelets, + debris. 2 metres distant, 2 pots, one containing iron fragments.","","Bull. Soc. Polym. Morbihan, 1898, p. 158: Dechelette Manuel II, Appendix p. 83, Hoard No. 564","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721846663","https://farm8.staticflickr.com/7773/17721846663_2c55776c29_m.jpg","superuser",-3.1585,48.0378,"ForeignTools"
"40160","433","Hammer, Socketed","","Formerly M. de la Granciere,Sold at Sotheby's, 23 July, 1930,Lot 20, No. 60","France,Brittany,Morbihan,Guern,Fourdan,March 1898,Depth 40m","Fourdan, 56310 Guern, France","48.03775770000001","-3.158510500000034","","None","3","1898","79","","21","","","","","","","Hoard comprising: 12 palstaves, 2 socketed hammers, 2 blades, 1 tanged razor, fragments of spearheads, 3 bracelets, + debris. 2 metres distant were 2 pots, one containing fragments of iron.","","Bull. Soc. Polym. Morbihan, 1898, p. 158: Dechelette, Manuel II, Appendix p. 83, Hoard No. 564.","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154660238","https://farm1.staticflickr.com/510/18154660238_f1c58189d9_m.jpg","superuser",-3.1585,48.0378,"ForeignTools"
"40161","433","Sickle","","Pitt Rivers Museum, Farnham","France,Somme,Amiens","Amiens, France","49.894067","2.2957529999999906","","None","None","None","225","55, 50, 19","","170.1","","Rough green","7","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154771350","https://farm9.staticflickr.com/8811/18154771350_de83e604d9_m.jpg","superuser",2.2958,49.8941,"ForeignTools"
"40162","433","Knife","","Private Collection,Mr. Bushnell, Cheltenham","France,exact site unknown","France","46.227638","2.213749000000007","","None","None","None","73","17, 24, 19","","27","","","","","Bronze","Founder's Hoard of broken weapons found in France 52. 8 pieces + a hammer.","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154659898","https://farm8.staticflickr.com/7732/18154659898_e4b9195ef5_m.jpg","superuser",2.2137,46.2276,"ForeignTools"
"40163","433","Socketed Knife","","Private Collection,Mr. Bushnell, Cheltenham","France,exact site unknown","France","46.227638","2.213749000000007","","None","None","None","59","blade 20, 25; socket 26","","37","","","","","Bronze","Founder's Hoard of broken weapons found in France. 52. 8 pieces + a hammer.","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342515175","https://farm8.staticflickr.com/7729/18342515175_9c38f8532d_m.jpg","superuser",2.2137,46.2276,"ForeignTools"
"40164","433","Three-Sided Knife/Razor","","British Museum, W.G. 137","France,Nr. Marseille","Marseille, France","43.296482","5.369779999999992","","None","None","None","length of 1 side 62","","","","","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156309679","https://farm1.staticflickr.com/536/18156309679_474635a0ba_m.jpg","superuser",5.3698,43.2965,"ForeignTools"
"40165","433","Pin","","Brentford Public Library,Layton Collection, 01521","Germany,Westphalia,Cologne","Cologne, Germany","50.937531","6.960278600000038","","None","None","None","72","head 7 1/8; pin 3","","","Dirty rough green - some rust stains","","head 7 1/8; pin 3","","","","","","Label: Cologne, on the Rhine","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338512522","https://farm9.staticflickr.com/8839/18338512522_515d4e7a94_m.jpg","superuser",6.9603,50.9375,"ForeignTools"
"40166","433","Pin","","Brentford Public Library,Layton Collection, 01523","Germany,Westphalia,Cologne","Cologne, Germany","50.937531","6.960278600000038","","None","None","None","80.25","head, nearly 9; head 10 long; pin 3","","","Head. smooth olive green. Pin much the same but slightly spotted.","","pin 3","","","","Head is almost barrel shaped. Pin is irregularly hexagonal in section.","","Label: Cologne, on the Rhine","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154658918","https://farm1.staticflickr.com/491/18154658918_b7b66a113e_m.jpg","superuser",6.9603,50.9375,"ForeignTools"
"40167","433","Sickle","","University College of Wales, Museum, Aberystwyth","Germany,Rimelsheim,Hemidstreet,21 Jan. 1870","Germany","51.165691","10.451526000000058","","21","1","1870","135","","","62","Peacock green patina","With some mud adhering","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721845243","https://farm8.staticflickr.com/7779/17721845243_6ff946f7cd_m.jpg","superuser",10.4515,51.1657,"ForeignTools"
"40168","433","Sickle","","University College of Wales Museum, Aberystwyth","Germany,Langelohnsheimer Wald","Langenlonsheimer Wald, 55450 Langenlonsheim, Germany","49.9138889","7.851388899999961","","None","None","None","106","","","50","powdery green patina","incrusted","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316065716","https://farm9.staticflickr.com/8779/18316065716_697d6c89f3_m.jpg","superuser",7.8514,49.9139,"ForeignTools"
"40169","433","Knife","","Pitt Rivers Museum, Farnham","Greece,Aegean,Rhodes,Label: Bronze knife from Rhodes","Rhodes, Greece","36.4349631","28.21748290000005","","None","None","None","205","blade 36, 37; tang 19","","170.1","Green with dark patches","Rough","7","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343965761","https://farm8.staticflickr.com/7788/18343965761_651dcf35cb_m.jpg","superuser",28.2175,36.435,"ForeignTools"
"40170","433","Shield","","Private Collection,Lord Howard de Walden,1923,Belgrave Square, SW","Greece (purchased in),[Italian body armour (breastplate)]","Greece","39.074208","21.824311999999964","","None","None","None","","226 x 225","","311.85","Polished patina mottled lightish green.","Smooth. A good deal of light soil adheres on under side.","Thickness of metal up to 2mm","","","","In the centre is a small pin hole. The spaces A, B, + C are filled with the same decoration as the other two spaces. Well preserved. The decoration is mostly incised + covers the surface.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342513705","https://farm8.staticflickr.com/7760/18342513705_e55f75045b_m.jpg","superuser",21.8243,39.0742,"ForeignTools"
"40171","433","Flat Celt","","Herts. Cty. Mus., St. Albans,Ball Collection","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","75.5","middle 31, butt edge 24","28","63.78","No patina","Very pocked - bright brass like bronze","7","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154658228","https://farm1.staticflickr.com/359/18154658228_a02d79b3c0_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40172","433","Pins","","Royal Scottish Museum, Edinburgh,Reg. Nos 1903, 13d, f, g, h, i, k","Hungary,Pancsova","Pancevo, Serbia","44.874","20.64756729999999","","None","None","None","i: 116; f: 120; h: 132; d: 147; g: 168; k: 169","","","d: 19; f: 15; g: 12; h: 8; i: 7; k: 14","d, g, i: light green patina; f, h, k: original bronze colour","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154658068","https://farm9.staticflickr.com/8861/18154658068_4c4c9f556e_m.jpg","superuser",20.6476,44.874,"ForeignTools"
"40173","433","Pins","","Royal Scottish Museum, Edinburgh,Reg. Nos. 1903 137 a, b, c, e, j, l","Hungary,Pancsova","Pancevo, Serbia","44.874","20.64756729999999","","None","None","None","a: 127; b: 89; c: 211; j: 198; e: 231; l: 99","","","a: 5; b: 3 1/2; c: 14; e: 17; j: 13; l: 2","b, l, j: light green patina; a, c, e = original bronze colour","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721844383","https://farm9.staticflickr.com/8804/17721844383_d1fe5e32f8_m.jpg","superuser",20.6476,44.874,"ForeignTools"
"40174","433","Sickle","","Farnham Museum, Dorset","Hungary,Kaal,Label","Kál, Hungary","47.73182389999999","20.26088660000005","","None","None","None","159","blade 15, 31; tang 37, 22","","113.39","","Smooth dark bronze","blade 5","","","","Edge slightly indented","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316064006","https://farm9.staticflickr.com/8830/18316064006_0becfe251c_m.jpg","superuser",20.2609,47.7318,"ForeignTools"
"40175","433","Sickle","","Farnham Museum, Dorset","Hungary,Budapest,St. Andre, Buda-Pest (Label)","Budapest, Hungary","47.497912","19.04023499999994","","None","None","None","180","blade 33, 25","","170.1","","Smooth dark bronze","blade 6","","","","Edge slightly indented","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338510302","https://farm9.staticflickr.com/8795/18338510302_7ba0c76ec0_m.jpg","superuser",19.0402,47.4979,"ForeignTools"
"40176","433","Sickle","","Farnham Museum, Dorset","Hungary,Veszprem","Veszprém, Hungary","47.1028087","17.909301899999946","","None","None","None","187","33; haft end 24","","226.8","green","rough","22","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154657438","https://farm8.staticflickr.com/7755/18154657438_82f78fd49a_m.jpg","superuser",17.9093,47.1028,"ForeignTools"
"40177","433","Sickle","","Royal Scottish Museum, Edinburgh,Reg. No. 1902.532","Hungary,Temesvar District","Timișoara, Romania","45.759722","21.230000000000018","","None","None","None","144","31; butt 26","","134","Light + dark green patina with traces of brown","In fair condition","4","","","","Sickle, bronze with incised cable border; one rivet hole","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343964451","https://farm8.staticflickr.com/7771/18343964451_e2d96b8e3a_m.jpg","superuser",21.23,45.7597,"ForeignTools"
"40178","433","Sickle","","Vize Collection No. 2706; Sotheby's No. 124/9","Hungary,Banat,Temesvar","Timișoara, Romania","45.759722","21.230000000000018","","None","None","None","156","27, 35, 30, 21.5","","113.39","Thin emerald green patina, golden bronze just visible.","Smooth, with very slt. traces of earth.","2, 4, 6, 3.5","","","","Both sides of blade are ground to form an edge, especially the underneath side of blade.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343964261","https://farm9.staticflickr.com/8813/18343964261_084a7ecd88_m.jpg","superuser",21.23,45.7597,"ForeignTools"
"40179","433","Sickle","","Pitt Rivers Museum, Farnham","Hungary,Fehersas? Fehersav?","Hungary","47.162494","19.50330400000007","","None","None","None","163","blade 33; tang 22","","141.75","","Smooth dark bronze","6","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719882384","https://farm1.staticflickr.com/382/17719882384_86b58bec31_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40180","433","Sickle","","Pitt Rivers Museum, Farnham","Hungary,Kaal?,Label: bronze sickle from Kaal Hungary","Kál, Hungary","47.73182389999999","20.26088660000005","","None","None","None","152","blade 14, 27; tang 25","","85.05","Green patches","Rough dark bronze","6.5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316063116","https://farm9.staticflickr.com/8798/18316063116_716599e372_m.jpg","superuser",20.2609,47.7318,"ForeignTools"
"40181","433","Sickle","","Cheltenham Museum, Bushnell Collection","Hungary,Label: ""Bronze Falx, or sickle from Dacin, South Hungary""","Hungary","47.162494","19.50330400000007","","None","None","None","","","","174","Light green patina","Smooth","","","Bronze","","","","Nothing more known","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721843163","https://farm1.staticflickr.com/422/17721843163_5cbe6a902a_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40182","433","Sickle","","Pitt Rivers Museum, Farnham","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","159","blade 25, 28, 37","","113.39","Dull green","Rough","5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343963821","https://farm8.staticflickr.com/7736/18343963821_fb374ed8c0_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40183","433","Sickle","","Pitt Rivers Museum, Farnham","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","103","blade 28, 27","","28.35","Patches of green patina","Smooth dark bronze","4.5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719881824","https://farm8.staticflickr.com/7797/17719881824_b2769a13d5_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40184","433","Sickle","","Pitt Rivers Museum, Farnham","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","171","blade 20, 38, 35; tang 31","","226.8","","Smooth, dark bronze","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316062586","https://farm8.staticflickr.com/7779/18316062586_ab86211041_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40185","433","Sickle","","Farnham Museum, Dorset","Hungary,Label: Found in Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","129","blade 13, 21, 19","","56.7","","Rough dull green","blade 4","","","","Edge slightly indented","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343963481","https://farm1.staticflickr.com/537/18343963481_d60fa31b35_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40186","433","Sickle","","Farnham Museum, Dorset","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","141","blade 20, 25","","85.05","","Rough green","4 blade","","","","Edge indented","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156306809","https://farm8.staticflickr.com/7768/18156306809_4b4f18d95b_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40187","433","Sickle","","Liverpool Museum, 4611","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","120","blade 25","","","dark grey green patina","","8,5.5, 6","","","","Edges slightly chipped","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154767270","https://farm1.staticflickr.com/541/18154767270_f391d91ed3_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40188","433","Sickle","","Liverpool Museum, 4611","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","115","blade 24","","","dark green patina","","4","","","","Good preservation","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316062026","https://farm9.staticflickr.com/8759/18316062026_de739b6664_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40189","433","Sickle","","Liverpool Museum, 4611","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","115","blade 28","","","Light grey green","","5.3 (maximum)","","","","Good preservation.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342510965","https://farm9.staticflickr.com/8763/18342510965_51a153dedb_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40190","433","Sickle","","Liverpool Museum, 4611","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","134","blade 30","","","grey green patina, bright metal exposed on back","","5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316061826","https://farm8.staticflickr.com/7741/18316061826_74439df099_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40191","433","Sickle","","Liverpool Museum, 4611","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","117","blade 27.3","","","Dark grey green patina","","9, 6, 5.3","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338508082","https://farm1.staticflickr.com/338/18338508082_763360d3fc_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
