"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","lon","lat","project"
"40293","433","2 Pins","","ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 50","Switzerland,Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","253, 216","head 24, head 21","","","","","","","","","","Sotheby's Catalogue, 25.iii.30, p. 7","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154641058","https://farm8.staticflickr.com/7733/18154641058_0f8c71a883_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40294","433","2 Pins","","ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 50","Switzerland,Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","175, 118","heads 14","","","","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721828643","https://farm9.staticflickr.com/8807/17721828643_afdc414aa6_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40295","433","Pin","","Private Collection,F. Ransom Esq., Hitchin","Switzerland,Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","129.5","8.5, 9, 8","","14","Only a little patina of dark green + thick - where indicated.","Smooth + dark golden bronze colour.","4","","","","There is another of similar design but is 154 mm long + built thinner, decorated in same way + with the 3 knobs (weighing 10.62 gms).","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338494642","https://farm9.staticflickr.com/8852/18338494642_3f1990d879_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40296","433","Pin","","Private Collection,F. Ransom, Esq., Hitchin","Switzerland,Lake Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","178.5","head 8.5 + 5.5","","7.08","No patina","Light bronze colour + smooth.","about 2.5","","","","Clay adheres corroded on to the pin itself.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338494292","https://farm8.staticflickr.com/7759/18338494292_dafa469089_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40297","433","Pin with Ring + another without","","Private Collecteion,F. Ransom, Esq., Hitchin","A. ,B. Neuchatel Lake, Switzerland","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","A: 88; B: 114","Ring about 19 diameter","","A: 5.31; B: 3.54","No patina","Smooth + of golden copper colour.","A: 2.5; B: 2.5","","","","Both appear to have been treated with acid - to clean. Possibly all these pins have.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154752030","https://farm9.staticflickr.com/8777/18154752030_3e5e8c4481_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40298","433","Pin","","Private Collection,F. Ransom Esq., Hitchin","Switzerland,Vaud,Yverdon,1889","Yverdon-les-Bains, Switzerland","46.7782175","6.641489800000045","","None","None","1889","82.5","head 12 x 12","","8.9","No patina","Smooth, greyish copper colour. Tiny pittings.","3 to about 2","","","","Not decorated","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156291689","https://farm1.staticflickr.com/362/18156291689_1ebc870c64_m.jpg","superuser",6.6415,46.7782,"ForeignTools"
"40299","433","Pin","","Brentford Public Library,Layton Collection, 1550","Switzerland,Swiss Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","154","diameter of head 12","","","Brown patina","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156291609","https://farm8.staticflickr.com/7748/18156291609_f3d2e69bd6_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40300","433","Pin","","Brentford Public Library,Layton Collection, 1547","Switzerland,Swiss Lake Dwelling","Switzerland","46.818188","8.227511999999933","","None","None","None","270; diameter of head 12","","","","Green patina, much decayed","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316046736","https://farm8.staticflickr.com/7755/18316046736_6ae316677f_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40301","433","Razor","","Formerly property of F. W. Lincoln; sold at Sotheby's May 2, 1932 [Lot 197]","Switzerland,Cortaillod","Cortaillod, Switzerland","46.94358","6.846270000000004","","None","None","None","127","84","","","","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154639708","https://farm1.staticflickr.com/293/18154639708_9902637ae2_m.jpg","superuser",6.8463,46.9436,"ForeignTools"
"40302","433","Razor","","Farnham Museum, Dorset","Switzerland,Canton Neuchatel,St. Blaise (Lake of Neuchatel)","Saint-Blaise, Switzerland","47.016373","6.987094699999943","","None","None","None","89","blade 30; tang 14","","","","Rough green","","","","","Edge damaged","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343947551","https://farm9.staticflickr.com/8846/18343947551_114e985707_m.jpg","superuser",6.9871,47.0164,"ForeignTools"
"40303","433","Razor","","Farnham Museum, Dorset","Switzerland,Canton Neuchatel,St. Blaise (Lake of Neuchatel)","Saint-Blaise, Switzerland","47.016373","6.987094699999943","","None","None","None","84","blade 33, 10; tang 8","","","","Smooth, ochre","","","","","Edge damaged.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154750940","https://farm1.staticflickr.com/309/18154750940_1b5f521533_m.jpg","superuser",6.9871,47.0164,"ForeignTools"
"40304","433","Razor","","Farnham Museum, Dorset","Switzerland,Canton Neuchatel,Cortaillod (Lake of Neuchatel)","Cortaillod, Switzerland","46.94358","6.846270000000004","","None","None","None","85","blade 9, 11, 20","","","","smooth, ochre","","","","","Edge slightly damaged.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156290909","https://farm8.staticflickr.com/7797/18156290909_9a70a3fd62_m.jpg","superuser",6.8463,46.9436,"ForeignTools"
"40305","433","Sickle","","Chadwick Museum, Bolton","Switzerland,Canton Berne,Nidau,Lake Bienne","Nidau, Switzerland","47.12441159999999","7.237288700000022","","None","None","None","82","blade 35","","36","","","","","Bronze","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154750500","https://farm1.staticflickr.com/484/18154750500_11f9ee10c4_m.jpg","superuser",7.2373,47.1244,"ForeignTools"
"40306","433","Sickle","","Pitt Rivers Museum, Farnham","Switzerland,Berne,?Taraz, Lake of Bienne","Bern, Switzerland","46.9479222","7.444608499999958","","None","None","None","122","blade 35; tip 11; tang 20","","85.05","Green","Rough","6","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154638528","https://farm9.staticflickr.com/8836/18154638528_1f771d823c_m.jpg","superuser",7.4446,46.9479,"ForeignTools"
"40307","433","Sickle","","Peabody Museum,Harvard University,6039,Cambridge, Mass.,Received by purchase 1871,Collected by Dr. Clement","Switzerland,Friburg,Estavayer,Lake Dwelling","Estavayer-le-Lac, Switzerland","46.8466059","6.84688749999998","","None","None","None","140","blade 41, 38; tang 21","","","","Natural, with some very dark patches.","7, 5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338491962","https://farm1.staticflickr.com/391/18338491962_3751a5b4a7_m.jpg","superuser",6.8469,46.8466,"ForeignTools"
"40308","433","Sickle","","Peabody Museum,Harvard University,3392,Cambridge, Mass.,Received by purchase 1868,Collected by G. de Mortillet","Switzerland,Neuchatel,Lake Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","134","blade 37","","","","largely covered with encrustment, roughly cast with many pits","5, 2","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156289579","https://farm1.staticflickr.com/510/18156289579_e374b4d60e_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40309","433","Sickle","","Peabody Museum,6501,Harvard University,Cambridge, Mass.,Received by purchase 1872, collected by Dr. Clement","Switzerland,Neuchatel,Lake Neuchatel,Lake dwelling","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","108","blade 33; tang 16.5","","","Reverse dark with bright green patches.","Face is heavily encrusted with lime (?) deposit.","back 7","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719864424","https://farm9.staticflickr.com/8810/17719864424_55ec127045_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40310","433","Sickle","","Private Collection,F. Ransom, Esq., Hitchin","Switzerland,Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","138","98.5; blade 25, 34, 22","","116.93","No patina","Smooth. Dark golden bronze colour. Light coloured earth (almost white) adheres on back + round hole.","5","","","","Edge is sharp + preservation is good. (The edge is ground more on the back than the front.)","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342493615","https://farm8.staticflickr.com/7755/18342493615_876526b384_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40311","433","Sickle Blade","","Horniman Museum,Forest Hill, SE,Bought from Backhouse collection.","Switzerland,Neuchatel,Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","110","16, 37, 18","","70.8","No patina","Rather encrusted with whitish earth. Smooth brownish in places.","about 4","","Bronze","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343946751","https://farm9.staticflickr.com/8847/18343946751_ce4652b029_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40312","433","Sickle","","Sotheby's Sale, 19.11.24, 813,Collection of W. J. Knowles, MRIA of Flixton Place, Ballymena","Switzerland,Neuchatel,Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","127.5","Blade 28; tang 19.75","","","Traces blackish","Smooth. Dirty golden bronze","blade 8, 4.5","","","","Sharp edge. Very well preserved specimen.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342493025","https://farm9.staticflickr.com/8890/18342493025_63d520542d_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40313","433","Sickle","","Private Collection,Sir. B. Windle, 1924, CXC,St. Michael's Cottage, Toronto,Cotton Collection Bromsgrove","Switzerland,Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","118","blade 33","","50","","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154639398","https://farm9.staticflickr.com/8789/18154639398_b84c031281_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40314","433","Sickle","","Cheltenham Museum,Bushnell Collection","Switzerland,found in a lake,Label: ""bronze falv (sickle) found in a Swiss Lake""","Switzerland","46.818188","8.227511999999933","","None","None","None","","","","62","Complete light green patina","Fairly Smooth","","","Bronze","","","","Nothing more known","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719862824","https://farm8.staticflickr.com/7754/17719862824_5d3cd0a491_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40315","433","Sickle","","Pitt Rivers Museum, Farnham","Switzerland,From a lake","Switzerland","46.818188","8.227511999999933","","None","None","None","128","blade 40; tang 21","","56.7","","Rough, bronze colour.","","","","","Edges indented.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721824203","https://farm1.staticflickr.com/310/17721824203_8de0a7f85f_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40316","433","Sickle","","Peabody Museum,E2165,Harvard University, cambridge, Mass.,Bequest of Prof. Hy. W. Haynes,1912","Switzerland?","Switzerland","46.818188","8.227511999999933","","None","None","None","144","blade 24","","","some patina on butt - remainder, of almost gilded appearance","","average Thickness of back 5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719861414","https://farm1.staticflickr.com/554/17719861414_35b462bd02_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40317","433","Sickle","","Christie's Sale, 14.7.24; 56/3,Late Earl of Northesk (Rosehill Collection)","Switzerland,Swiss Lakes","Switzerland","46.818188","8.227511999999933","","None","None","None","111","blade 21","","","Dark green, encrusted with light green.","Is worn","5, 13","","","","Point of blade broken. Edge chipped.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156286989","https://farm9.staticflickr.com/8811/18156286989_3cdd40858f_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40318","433","Sickle","","Christie's Sale,14.7.24; 56/III,Late Earl of Northesk (Rosehill Collection)","Switzerland,Swiss Lakes","Switzerland","46.818188","8.227511999999933","","None","None","None","138","blade 39","","","traces of patina dark green","dull bronze","blade 5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154633998","https://farm9.staticflickr.com/8877/18154633998_daf2f712bd_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40319","433","Sickle","","Christie's Sale, 14.7.24; 56/3,Late Earl of Northesk (Rosehill Collection)","Switzerland,Swiss Lakes","Switzerland","46.818188","8.227511999999933","","None","None","None","190","blade 38","","","Dark green. Overlaid with light brown","","blade 4","","","","The blade is broken + mended with 4 modern rivets.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343940631","https://farm8.staticflickr.com/7746/18343940631_fd4b89460c_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40320","433","Sickle","","ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 48","Switzerland,Lake Dwelling","Switzerland","46.818188","8.227511999999933","","None","None","None","122","blade 35; height 85","","","","","","","","","","Sotheby's Catalogue, 35.iii.30, p. 7","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719857354","https://farm1.staticflickr.com/473/17719857354_f74aa4abbf_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40321","433","Sickle","","ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 48","Switzerland,Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","134","84 (height), blade 39","","","","","","","","","Groove, broad, following line of back.","Sotheby's Catalogue, 25.iii.30, p. 7","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316037266","https://farm8.staticflickr.com/7736/18316037266_b3fbc98c89_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40322","433","Knife","","Brentford Public Library,Layton Collection, 01265","Switzerland (?),Lake Dwelling type","Switzerland","46.818188","8.227511999999933","","None","None","None","185.5","blade 17","","","","Mostly dark bronze, + golden brown.","blade 5.5","","","","The blade is hollow ground from about the middle to the broad end.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342485745","https://farm9.staticflickr.com/8779/18342485745_2abdc3dd5a_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40323","433","Knife","","Brentford Public Library,Layton Collection, 01269","Switzerland(?),Lake Dwelling type","Switzerland","46.818188","8.227511999999933","","None","None","None","240","blade 19; socket 18.25","","","Brownish patina","Slightly encrusted with mud + oxide.","blade 5.5; socket 17.25","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342484925","https://farm9.staticflickr.com/8775/18342484925_1e0f42d512_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40324","433","Knife, tanged","","ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 44","Switzerland,Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","168","22","","","","","","","","","Blade curved, with basal spur + short tang.","Sotheby's Catalogue, 25.iii.30, p.7","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343935831","https://farm8.staticflickr.com/7786/18343935831_087d7ae24a_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40325","433","Knife, tanged","","ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 49","Switzerland,Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","177","17","","","","","","","","","Curved back.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721813913","https://farm9.staticflickr.com/8821/17721813913_da5fdd384c_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40326","433","Knife, tanged","","ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 49","Switzerland,Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","178","19","","","","","","","","","Blde slightly curved, with basal spur.","Sotheby's Catalogue, 25.iii.30, p.","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154626108","https://farm1.staticflickr.com/509/18154626108_8cfb4d0251_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40327","433","Knife","","Cheltenham Museum,Bushnell Collection","Switzerland,Found in a lake,Label: ""Leaf shape spear head with rivet found in a Swiss Lake""","Switzerland","46.818188","8.227511999999933","","None","None","None","133","40","","42","Light green with white encrustation, fairly smooth","Rough","","","Bronze","","","","Nothing more known","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343932701","https://farm1.staticflickr.com/460/18343932701_42074bfa60_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40328","433","Knife, tanged (broken)","","ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 49","Switzerland,Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","89","23","","","","","","","","","Blade snapped across, upper part missing. End of tang hooked back.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338476102","https://farm1.staticflickr.com/342/18338476102_ce315c072e_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40329","433","Knife","","Private Collection,F. Ransom, Esq., Hitchin","Switzerland,Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","137.5","blade 18 (widest)","","30.12","No patina","Smooth, with slight light green encrustment. Dark golden bronze colour.","back of blade 6; back of handle end 8.5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154734720","https://farm1.staticflickr.com/317/18154734720_a75b8e621a_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40330","433","Knife","","Private Collection,F. Ransom, Esq., Hitchin","Switzerland,Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","178","blade 21; stem 7 (widest)","","85.05","No patina","Smooth, appears to have been cleaned with acid. Dark golden bronze colour.","9.5 (greatest)","","","","Back + the rib along blade are decorated.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316026896","https://farm1.staticflickr.com/472/18316026896_7ebed56be7_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40331","433","Knife","","Private Collection,F. Ransom, Esq., Hitchin","Switzerland,Vaud,Yverdon,1889","Yverdon-les-Bains, Switzerland","46.7782175","6.641489800000045","","None","None","1889","115","point 7; widest part of blade 15","","24.8","some bright green patina, slightly rough. the remainder is dark bronze colour.","[?inedinmly] smooth","8","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342475175","https://farm9.staticflickr.com/8844/18342475175_f83393c292_m.jpg","superuser",6.6415,46.7782,"ForeignTools"
